,genres,release_date,price,id,game_name
88627,Simulation,2009-09-30,9.99,37300,DinerTown Tycoon - DinerTown Tycoon
88628,Simulation,2009-10-01,19.99,208300,Train Simulator: European Loco & Asset Pack - Train Simulator: European Loco &amp; Asset Pack
88629,RPG,2009-10-30,9.99,40300,Risen - Risen
88630,Casual,2009-10-01,3.99,35070,Flora's Fruit Farm - Flora's Fruit Farm
88631,Strategy,2009-10-05,9.99,10606,Empire: Total War™ - The Warpath Campaign - Empire: Total War™ - The Warpath Campaign
88632,"Adventure, Indie",2009-10-16,9.99,40700,Machinarium - Machinarium
88633,Action,2007-09-04,9.99,24840,Medal of Honor: Airborne - Medal of Honor: Airborne
88634,Racing,2009-09-15,19.99,24870,Need for Speed: Shift - Need for Speed: Shift
88635,RPG,2009-10-27,14.99,41500,Torchlight - Torchlight
88636,Strategy,2009-03-12,19.99,24800,Command & Conquer: Red Alert 3 - Uprising - Command &amp; Conquer: Red Alert 3 - Uprising
88637,Strategy,2009-10-27,19.99,901735,The Stronghold Collection - The Stronghold Collection
88638,Strategy,2009-10-27,4.99,42800,East India Company: Privateer - East India Company: Privateer
88639,Action,2009-10-27,9.99,39560,Painkiller: Resurrection - Painkiller: Resurrection
88640,"RPG, Strategy",2009-10-29,14.99,39550,SpellForce 2 - Anniversary Edition - SpellForce 2 - Anniversary Edition
88641,Adventure,2009-10-29,9.99,40330,Secret Files: Tunguska - Secret Files: Tunguska
88642,Strategy,2009-10-29,4.99,40320,Rush for Berlin Gold - Rush for Berlin Gold
88643,Adventure,2009-10-07,19.99,31200,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood - Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood
88644,Strategy,2009-11-01,4.99,3130,Men of War: Red Tide - Men of War: Red Tide
88645,"Action, Indie",2009-09-19,4.99,41100,Hammerfight - Hammerfight
88646,"Action, RPG",2009-11-03,9.99,39540,SpellForce - Platinum Edition - SpellForce - Platinum Edition
88647,Strategy,2005-03-03,9.99,34640,Massive Assault: Phantom Renaissance - Massive Assault: Phantom Renaissance
88648,Strategy,2003-10-28,9.99,34630,Massive Assault - Massive Assault
88650,"Action, Indie",2009-11-24,14.99,41000,Serious Sam HD: The First Encounter - Serious Sam HD: The First Encounter
88651,Adventure,2009-10-29,9.99,40340,Secret Files 2: Puritas Cordis - Secret Files 2: Puritas Cordis
88652,RPG,2009-11-06,19.99,17450,Dragon Age: Origins - Dragon Age: Origins
88653,"Action, RPG, Indie",2009-05-07,4.99,37100,Aztaka - Aztaka
88654,"Indie, Casual",2009-11-05,1.99,37500,Magnetis - Magnetis
88655,Strategy,2009-11-11,9.99,42810,For The Glory: A Europa Universalis Game - For The Glory: A Europa Universalis Game
88656,Action,2009-11-12,19.99,10180,Call of Duty®: Modern Warfare® 2 - Call of Duty®: Modern Warfare® 2
88657,Adventure,2009-11-12,19.99,32440,LEGO® Star Wars™ - The Complete Saga - LEGO® Star Wars™ - The Complete Saga
88658,RPG,2007-06-26,4.99,11450,Overlord™ - Overlord™
88659,RPG,2008-02-15,9.99,12710,Overlord™: Raising Hell - Overlord™: Raising Hell
88660,Strategy,2007-03-28,14.99,24790,Command & Conquer 3: Tiberium Wars - Command &amp; Conquer 3: Tiberium Wars
88661,"Indie, Casual",2008-07-23,4.99,29120,Yumsters 2: Around the World - Yumsters 2: Around the World
88662,Strategy,2009-11-13,19.99,24810,Command & Conquer 3: Kane's Wrath - Command &amp; Conquer 3: Kane's Wrath
88663,"Indie, Simulation, Strategy",2009-11-16,14.99,41800,Gratuitous Space Battles - Gratuitous Space Battles
88664,Simulation,2009-12-25,9.99,45300,Wings of Prey - Wings of Prey
88665,"Action, Adventure, RPG",2005-06-17,9.99,41900,The Bard's Tale - The Bard's Tale
88666,Action,2009-10-22,Free,35420,Defence Alliance 2 - Defence Alliance 2
88667,Action,2009-11-03,19.99,32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition - STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition
88669,RPG,2009-10-13,19.99,22370,Fallout 3: Game of the Year Edition - Fallout 3: Game of the Year Edition
88670,"Strategy, Indie, Simulation",2009-12-16,5.99,41802,Gratuitous Space Battles: The Tribe - Gratuitous Space Battles: The Tribe
88671,Simulation,2007-10-02,9.99,38080,Build-A-Lot - Build-A-Lot
88672,Simulation,2008-04-29,9.99,38090,Build-A-Lot 2: Town of the Year - Build-A-Lot 2: Town of the Year
88673,Simulation,2009-01-24,9.99,38100,Build-A-Lot 3: Passport to Europe - Build-A-Lot 3: Passport to Europe
88674,"Casual, Simulation",2009-12-17,9.99,38070,Coconut Queen - Coconut Queen
88675,Casual,2009-12-17,1.99,38210,Roogoo - Roogoo
88676,"Action, Adventure",2008-07-08,19.99,45700,Devil May Cry 4 - Devil May Cry 4
88677,"Action, Indie, RPG",2010-03-17,9.99,46410,Avencast: Rise of the Mage - Avencast: Rise of the Mage
88678,Simulation,2009-08-12,9.99,38110,Build-A-Lot 4: Power Source - Build-A-Lot 4: Power Source
88679,"Action, Free to Play, Indie",2010-02-12,Free,17570,"Pirates, Vikings, and Knights II - Pirates, Vikings, and Knights II"
88680,Casual,2008-08-27,4.99,38130,Farm Frenzy 2 - Farm Frenzy 2
88681,Casual,2010-01-06,9.99,38160,Farm Frenzy 3: American Pie - Farm Frenzy 3: American Pie
88682,Casual,2009-09-11,9.99,38150,Farm Frenzy 3 - Farm Frenzy 3
88683,Casual,2007-12-07,4.99,38120,Farm Frenzy - Farm Frenzy
88684,Casual,2009-02-18,4.99,38140,Farm Frenzy: Pizza Party - Farm Frenzy: Pizza Party
88685,Casual,2010-02-16,6.99,36300,Cake Mania Main Street™ - Cake Mania Main Street™
88686,"Strategy, Casual",2010-02-16,6.99,36310,Westward® IV: All Aboard - Westward® IV: All Aboard
88687,"Adventure, Casual",2010-02-16,6.99,36320,Iron Roses - Iron Roses
88688,Strategy,2010-02-17,9.99,37030,UFO: Extraterrestrials Gold - UFO: Extraterrestrials Gold
88689,Adventure,2010-02-18,19.99,32450,LEGO® Indiana Jones™ 2: The Adventure Continues - LEGO® Indiana Jones™ 2: The Adventure Continues
88691,"Action, Indie, Racing",2010-02-18,4.99,44100,Super Laser  Racer - Super Laser  Racer
88692,Strategy,2010-02-18,0.99,25960,Hearts of Iron III: Soviet Infantry Pack DLC - Hearts of Iron III: Soviet Infantry Pack DLC
88693,Action,2010-02-19,6.99,46250,NecroVisioN: Lost Company - NecroVisioN: Lost Company
88694,Casual,2007-12-01,9.99,38180,Cradle of Persia - Cradle of Persia
88695,Action,2010-03-18,7.49,10695,Aliens vs. Predator Swarm Map Pack - Aliens vs. Predator Swarm Map Pack
88696,"Action, Indie",2001-03-21,9.99,41050,Serious Sam Classic: The First Encounter - Serious Sam Classic: The First Encounter
88697,Simulation,2010-03-19,19.99,24055,Train Simulator: Fort Kent to Eagle Lake Route Add-On - Train Simulator: Fort Kent to Eagle Lake Route Add-On
88698,"Action, RPG",2010-03-31,19.99,48700,Mount & Blade: Warband - Mount &amp; Blade: Warband
88699,Action,2010-03-26,4.99,39900,Coniclysm - Coniclysm
88700,"Action, Indie",2010-04-05,4.99,49900,Plain Sight - Plain Sight
88701,Action,2010-04-08,9.99,42120,Lead and Gold: Gangs of the Wild West - Lead and Gold: Gangs of the Wild West
88702,Action,2010-04-12,19.99,12220,Grand Theft Auto: Episodes from Liberty City - Grand Theft Auto: Episodes from Liberty City
88703,"Action, Adventure",2010-04-12,4.99,45730,Dark Void™ Zero - Dark Void™ Zero
88704,Indie,2010-04-14,0.99,45400,Fortix - Fortix
88705,"Action, Casual, Indie",2010-04-15,9.99,49600,Beat Hazard - Beat Hazard
88706,Adventure,2010-04-15,19.99,901399,Sam & Max: The Devil’s Playhouse - Sam &amp; Max: The Devil’s Playhouse
88707,"Simulation, Strategy",2010-04-19,9.99,43500,M.U.D. TV - M.U.D. TV
88708,Simulation,2010-04-19,4.99,45302,Wings of Luftwaffe Add-on - Wings of Luftwaffe Add-on
88709,"Adventure, Indie",2010-04-20,4.99,40930,The Misadventures of P.B. Winterbottom - The Misadventures of P.B. Winterbottom
88710,Action,2003-08-19,4.99,39640,AquaNox 2: Revelation - AquaNox 2: Revelation
88711,Action,2001-11-30,4.99,39630,AquaNox - AquaNox
88712,"Casual, Indie",2010-04-20,1.99,23150,Fluttabyes - Fluttabyes
88713,Casual,2006-07-19,9.99,50940,Hidden Expedition: Titanic - Hidden Expedition: Titanic
88714,"Casual, Indie",2008-06-19,9.99,50920,Hidden Expedition: Amazon - Hidden Expedition: Amazon
88715,Strategy,2010-05-05,2.99,34178,Napoleon: Total War™ - Coalition Battle Pack - Napoleon: Total War™ - Coalition Battle Pack
88716,Casual,2008-12-31,6.99,37340,Fitness Dash™ - Fitness Dash™
88717,Casual,2009-09-24,6.99,37390,Gemini Lost™ - Gemini Lost™
88718,Casual,2009-07-27,6.99,37310,DinerTown Detective Agency™ - DinerTown Detective Agency™
88720,Casual,2009-12-24,6.99,49000,Hotel Dash™ Suite Success™ - Hotel Dash™ Suite Success™
88721,Casual,2010-03-19,6.99,37330,Nightshift Legacy: The Jaguar's Eye™ - Nightshift Legacy: The Jaguar's Eye™
88722,Casual,2008-02-11,6.99,37320,The Nightshift Code™ - The Nightshift Code™
88723,Casual,2007-12-31,6.99,37370,TriJinx: A Kristine Kross Mystery™ - TriJinx: A Kristine Kross Mystery™
88724,Casual,2009-12-21,6.99,37380,Valerie Porter and the Scarlet Scandal™ - Valerie Porter and the Scarlet Scandal™
88725,"Action, Adventure, Casual",2010-05-07,9.99,19080,Biozone - Biozone
88727,"Action, Adventure",2010-05-11,14.99,19030,Rocket Knight - Rocket Knight
88729,"Action, Indie",2010-05-12,4.99,49800,Flight of the Icarus - Flight of the Icarus
88730,Casual,2010-05-28,4.99,33650,Puzzler World - Puzzler World
88731,"Action, Adventure",2010-06-08,19.99,901478,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition - Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition
88732,"Casual, Indie",2010-05-28,4.99,33660,Ziro - Ziro
88733,Action,2010-06-01,2.99,34281,Altered Beast™ - Altered Beast™
88734,Action,2010-06-01,2.99,34272,Comix Zone™ - Comix Zone™
88735,"Action, Adventure, Casual, RPG",2010-06-01,61.99,34270,SEGA Mega Drive and Genesis Classics - SEGA Mega Drive and Genesis Classics
88736,Action,2010-06-01,2.99,34276,Golden Axe™ - Golden Axe™
88737,Action,2010-06-01,2.99,34274,Ecco the Dolphin™ - Ecco the Dolphin™
88738,Strategy,2010-06-01,2.99,34275,Gain Ground™ - Gain Ground™
88739,Action,2010-06-01,2.99,34277,Shinobi™ III: Return of the Ninja Master - Shinobi™ III: Return of the Ninja Master
88740,Action,2010-06-01,2.99,34273,Crack Down™ - Crack Down™
88741,Action,2010-06-01,2.99,34280,VectorMan™ - VectorMan™
88743,Action,2010-06-01,2.99,34282,Shadow Dancer™ - Shadow Dancer™
88744,Action,2010-06-01,2.99,34279,Space Harrier™ II - Space Harrier™ II
88745,"Action, RPG",2010-06-01,14.99,34010,Alpha Protocol™ - Alpha Protocol™
88746,Action,2010-06-03,9.99,22610,Alien Breed: Impact - Alien Breed: Impact
88747,RPG,2010-07-16,4.99,22440,Fallout 3 - Point Lookout - Fallout 3 - Point Lookout
88748,"Strategy, Indie",2010-06-02,0.99,18508,Defense Grid: Resurgence Map Pack 1 - Defense Grid: Resurgence Map Pack 1
88749,RPG,2010-07-16,4.99,22430,Fallout 3 - Mothership Zeta - Fallout 3 - Mothership Zeta
88750,RPG,2010-07-16,4.99,22410,Fallout 3 - Broken Steel - Fallout 3 - Broken Steel
88751,RPG,2010-07-16,4.99,22420,Fallout 3 - The Pitt - Fallout 3 - The Pitt
88752,Action,2010-07-19,Free,630,Alien Swarm - Alien Swarm
88753,RPG,2010-07-16,4.99,22400,Fallout 3 - Operation Anchorage - Fallout 3 - Operation Anchorage
88754,"Simulation, Strategy",2003-09-22,19.99,24780,SimCity™ 4 Deluxe Edition - SimCity™ 4 Deluxe Edition
88755,"Strategy, RPG",2010-07-16,14.99,33670,Disciples III - Renaissance Steam Special Edition - Disciples III - Renaissance Steam Special Edition
88756,"Casual, Indie",2010-07-16,4.99,40420,Tidalis - Tidalis
88757,"Action, Casual, Indie",2010-07-19,9.99,34920,Razor2: Hidden Skies - Razor2: Hidden Skies
88758,Strategy,2010-07-21,3.99,48136,The Settlers 7: Uncharted Land Map Pack - The Settlers 7: Uncharted Land Map Pack
88759,RPG,2008-12-08,9.99,46720,Dimensity - Dimensity
88760,Action,2010-08-17,9.99,28000,Kane & Lynch 2: Dog Days - Kane &amp; Lynch 2: Dog Days
88761,"Simulation, Strategy",2010-07-28,9.99,39680,The Guild II Renaissance - The Guild II Renaissance
88762,Strategy,2010-07-26,0.99,25962,Hearts of Iron III DLC: German II Spritepack - Hearts of Iron III DLC: German II Spritepack
88763,Simulation,2010-08-06,19.99,24634,Trainz Simulator DLC: Blue Comet - Trainz Simulator DLC: Blue Comet
88764,Strategy,2010-08-06,4.99,63900,Fantasy Wars - Fantasy Wars
88765,Action,2011-03-22,29.99,50130,Mafia II - Mafia II
88766,Simulation,2010-08-06,4.99,24075,Train Simulator: Network Southeast Class 47 Loco Add-On - Train Simulator: Network Southeast Class 47 Loco Add-On
88767,"RPG, Casual",2010-08-12,9.99,47540,Puzzle Quest 2 - Puzzle Quest 2
88768,Action,2010-08-12,9.99,50510,Burn Zombie Burn! - Burn Zombie Burn!
88769,Indie,2010-08-16,1.99,25760,Madballs B*D*I Clan Skins - Madballs B*D*I Clan Skins
88770,Indie,2010-08-16,1.99,25763,Madballs Scorched Evolution Skin Rollup - Madballs Scorched Evolution Skin Rollup
88771,Indie,2010-08-16,1.99,25762,Madballs BDI Evolution Skin Rollup - Madballs BDI Evolution Skin Rollup
88772,Indie,2010-08-16,2.99,25764,Madballs Holiday Skin Rollup - Madballs Holiday Skin Rollup
88773,Strategy,2010-08-20,9.99,42980,Victoria I Complete - Victoria I Complete
88774,Simulation,2010-08-27,19.99,48800,Ship Simulator Extremes - Ship Simulator Extremes
88775,Strategy,2010-08-26,19.99,22600,Worms Reloaded - Worms Reloaded
88776,"Indie, Simulation, Strategy",2010-06-22,14.99,46770,Making History II: The War of the World - Making History II: The War of the World
88777,"Action, Simulation, Strategy",2010-08-27,8.99,65700,Arma 2: British Armed Forces - Arma 2: British Armed Forces
88778,Strategy,2010-08-30,19.99,42960,Victoria II - Victoria II
88780,Indie,2010-08-16,1.99,25761,Madballs Scorched Clan Skins - Madballs Scorched Clan Skins
88781,Action,2010-08-31,5.99,28010,Kane & Lynch 2: The Doggie Bag - Kane &amp; Lynch 2: The Doggie Bag
88782,Action,2010-08-31,1.99,28012,Kane & Lynch 2: Multiplayer Masks Pack - Kane &amp; Lynch 2: Multiplayer Masks Pack
88783,Simulation,2010-09-01,19.99,24640,Trainz: Classic Cabon City - Trainz: Classic Cabon City
88784,Action,2010-08-31,2.99,28011,Kane & Lynch 2: Alliance Weapon Pack - Kane &amp; Lynch 2: Alliance Weapon Pack
88785,Strategy,2002-11-01,4.99,4850,Cossacks: Back to War - Cossacks: Back to War
88786,Adventure,2010-09-02,5.99,57640,Broken Sword: Director's Cut - Broken Sword: Director's Cut
88787,Casual,2010-09-06,4.99,62100,Chime - Chime
88788,Action,2010-09-06,9.99,50145,Mafia II DLC: Jimmy's Vendetta - Mafia II DLC: Jimmy's Vendetta
88789,Action,2010-09-08,1.99,34841,Sniper: Ghost Warrior - Map Pack - Sniper: Ghost Warrior - Map Pack
88790,"Action, Indie",2010-09-07,4.99,70300,VVVVVV - VVVVVV
88791,Strategy,2010-09-08,3.99,48137,The Settlers 7: Conquest - The Empire Expansion DLC - The Settlers 7: Conquest - The Empire Expansion DLC
88792,"Action, Adventure, Indie",2010-09-08,19.99,57300,Amnesia: The Dark Descent - Amnesia: The Dark Descent
88793,"RPG, Indie",2010-09-10,19.99,70400,Recettear: An Item Shop's Tale - Recettear: An Item Shop's Tale
88794,"Action, Casual, Indie",2010-08-19,3.99,46600,Swarm Arena - Swarm Arena
88795,"Action, Simulation",2010-09-13,2.99,34314,Super Thunder Blade™ - Super Thunder Blade™
88796,Action,2010-09-13,2.99,34310,Galaxy Force II™ - Galaxy Force II™
88797,Simulation,2010-09-14,4.99,70100,Hacker Evolution - Hacker Evolution
88798,"Indie, Simulation",2010-09-14,4.99,70110,Hacker Evolution: Untold - Hacker Evolution: Untold
88799,"Casual, Indie",2010-09-17,9.99,38600,Faerie Solitaire - Faerie Solitaire
88800,Strategy,2010-09-17,14.99,57620,Patrician IV - Steam Special Edition - Patrician IV - Steam Special Edition
88801,Action,2010-09-13,2.99,34284,Bonanza Bros.™ - Bonanza Bros.™
88802,"RPG, Strategy",2010-09-17,14.99,63910,King's Bounty: Crossworlds - King's Bounty: Crossworlds
88803,Simulation,2010-09-17,4.99,24082,Train Simulator: Green & Gold HST DMU Add-On - Train Simulator: Green &amp; Gold HST DMU Add-On
88804,Strategy,2010-09-21,29.99,8930,Sid Meier's Civilization® V - Sid Meier's Civilization® V
88805,Strategy,2010-09-21,4.99,49310,Commander: Conquest of the Americas - Colonial Navy - Commander: Conquest of the Americas - Colonial Navy
88806,"Action, Indie",2002-02-05,9.99,41060,Serious Sam Classic: The Second Encounter - Serious Sam Classic: The Second Encounter
88807,"Indie, Strategy",2010-09-20,9.99,70900,Star Ruler - Star Ruler
88808,"Action, Adventure",2010-09-22,2.99,9940,Blade Kitten - Blade Kitten
88809,Action,2010-09-22,9.99,22650,Alien Breed 2: Assault - Alien Breed 2: Assault
88811,"Action, Adventure",2010-09-23,19.99,50620,Darksiders™ - Darksiders™
88812,"Simulation, Strategy",1999-07-01,4.99,2840,X: Beyond the Frontier - X: Beyond the Frontier
88813,Strategy,2010-10-08,9.99,42920,The Kings' Crusade - The Kings' Crusade
88814,"Action, RPG, Massively Multiplayer",2007-08-31,19.99,29700,Guild Wars: Eye of the North® - Guild Wars: Eye of the North®
88815,"Simulation, Strategy",2000-06-01,4.99,2850,X: Tension - X: Tension
88816,"RPG, Strategy",Oct 2010,9.99,61510,Age of Wonders II: The Wizard's Throne - Age of Wonders II: The Wizard's Throne
88817,"Adventure, Casual, Simulation",2010-10-11,7.99,70200,Governor of Poker 2 - Governor of Poker 2
88818,"Adventure, Casual, Indie, Simulation",2010-10-11,14.99,70210,Governor of Poker 2 - Premium Edition - Governor of Poker 2 - Premium Edition
88819,"RPG, Strategy",Oct 2010,9.99,61520,Age of Wonders Shadow Magic - Age of Wonders Shadow Magic
88820,"RPG, Strategy",Oct 2010,5.99,61500,Age of Wonders - Age of Wonders
88821,Action,2010-10-12,19.99,47790,Medal of Honor™ - Medal of Honor™
88822,"Indie, RPG, Strategy",2010-10-15,9.99,46450,Grotesque Tactics: Evil Heroes - Grotesque Tactics: Evil Heroes
88823,"Action, Adventure",2010-10-15,19.99,45750,Lost Planet® 2 - Lost Planet® 2
88824,"Adventure, Casual, Indie",2010-10-15,4.99,57800,Doc Clock: The Toasted Sandwich of Time - Doc Clock: The Toasted Sandwich of Time
88825,"Action, RPG",2010-10-19,9.99,22380,Fallout: New Vegas - Fallout: New Vegas
88826,"Action, Casual, Indie",2010-10-15,6.99,67000,The Polynomial - Space of the music - The Polynomial - Space of the music
88827,"Adventure, Indie",2010-10-22,4.99,80300,Puzzle Bots - Puzzle Bots
88828,"Indie, Racing",2010-10-25,9.99,50000,Nimbus - Nimbus
88829,Strategy,2010-10-25,4.99,16868,Civilization V - Babylon (Nebuchadnezzar II) - Civilization V - Babylon (Nebuchadnezzar II)
88830,"Action, Indie, RPG",2010-10-25,14.99,18040,DeathSpank - DeathSpank
88831,"Action, Simulation",2010-10-26,2.99,71115,Virtua Fighter™ 2 - Virtua Fighter™ 2
88832,Casual,2010-10-26,2.99,34317,Columns™ III - Columns™ III
88833,RPG,2010-10-26,2.99,71114,Sword of Vermilion™ - Sword of Vermilion™
88834,Action,2010-10-26,2.99,71112,Golden Axe™ II - Golden Axe™ II
88835,"Action, Adventure",2010-10-26,4.99,71113,Sonic The Hedgehog - Sonic The Hedgehog
88838,Adventure,2010-10-26,2.99,34319,Ecco™: The Tides of Time - Ecco™: The Tides of Time
88840,Action,2010-10-26,2.99,34316,Bio-Hazard Battle™ - Bio-Hazard Battle™
88841,Action,2010-10-26,2.99,34315,Alien Storm - Alien Storm
88842,"Action, Indie",2010-10-25,9.99,6120,Shank - Shank
88843,"Action, Adventure, Indie",2010-10-26,9.99,35460,The Ball - The Ball
88844,Action,2010-10-26,19.99,32500,STAR WARS™: The Force Unleashed™ II - STAR WARS™: The Force Unleashed™ II
